"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL3824057";"";"0";"361.49";"0";"3.74";"4n";"O=C(NCCc1c[nH]c2ccccc12)C3CCN(Cc4ccccc4)CC3";"IC50";"'='";"7850";"nM";"5.11";"";"";"UO_0000065";"14.12";"0.26";"1.37";"10.61";"False";"CHEMBL3826564";"Inhibition of human erythrocyte ACHE preincubated for 6 mins followed by addition of acetylcholine iodide as substrate by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3822387";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";""
"CHEMBL3822890";"";"0";"375.52";"0";"4.05";"4p";"Cc1ccccc1CN2CCC(CC2)C(=O)NCCc3c[nH]c4ccccc34";"IC50";"'='";"3560";"nM";"5.45";"";"";"UO_0000065";"14.51";"0.27";"1.4";"11.32";"False";"CHEMBL3826564";"Inhibition of human erythrocyte ACHE preincubated for 6 mins followed by addition of acetylcholine iodide as substrate by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3822387";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";""
"CHEMBL95";"TACRINE";"4";"198.27";"0";"2.7";"Tacrine";"Nc1c2CCCCc2nc3ccccc13";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL914532";"Inhibition of human AChE-induced beta amyloid peptide(1-40) aggregation by thioflavin T-based fluorometric assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139473";"1";"Scientific Literature";"J. Med. Chem.";"2005";""
"CHEMBL659";"GALANTAMINE";"4";"287.36";"0";"1.85";"Galanthamine";"COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24";"IC50";"'='";"100";"nM";"7";"";"";"UO_0000065";"24.36";"0.46";"5.15";"16.69";"False";"CHEMBL644110";"Inhibitory activity against acetylcholinesterase in human RBC";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150531";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1996";""
"CHEMBL95";"TACRINE";"4";"198.27";"0";"2.7";"THA";"Nc1c2CCCCc2nc3ccccc13";"IC50";"'='";"270";"nM";"6.57";"";"";"UO_0000065";"33.13";"0.6";"3.87";"16.88";"True";"CHEMBL644106";"Compound was evaluated for the in vitro inhibition of the Acetylcholinesterase (AChE) from human erythrocytes,";"B";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127437";"1";"Scientific Literature";"J. Med. Chem.";"1994";""
"CHEMBL3884618";"";"0";"579.77";"2";"5.93";"10";"O=S(=O)(c1ccccc1)n2ccc3c(cccc23)N4CCN(CCCNc5c6CCCCc6nc7ccccc57)CC4";"IC50";"'='";"9.7";"nM";"8.01";"";"";"UO_0000065";"13.82";"0.26";"2.08";"11.37";"False";"CHEMBL3875277";"Inhibition of human recombinant AChE preincubated for 5 mins followed by acetylthiocholine iodide substrate addition measured after 5 mins by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875143";"1";"Scientific Literature";"Eur J Med Chem";"2016";""
"CHEMBL3586602";"";"0";"446.93";"0";"4.88";"31";"Cl.CN(Cc1ccc(COc2ccc3C=CC(=O)Oc3c2)cc1)Cc4ccc(cc4)C#N";"IC50";"'='";"6000";"nM";"5.22";"";"";"UO_0000065";"12.72";"0.23";"0.34";"7.86";"False";"CHEMBL3588483";"Inhibition of human recombinant AChE by spectrophotometric Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585305";"1";"Scientific Literature";"J. Med. Chem.";"2015";""
"CHEMBL3770479";"";"0";"384.72";"";"";"13g";"Clc1ccc2[Se]c3ccccc3N(C(=O)c4ccccc4)c2c1";"IC50";"'='";"6000";"nM";"5.22";"";"";"UO_0000065";"13.57";"";"";"";"False";"CHEMBL3772142";"Inhibition of human AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured after 60 to 300 sec by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3769338";"1";"Scientific Literature";"MedChemComm";"2015";""
"CHEMBL3769862";"";"0";"280.62";"";"";"12b";"Clc1ccc2[Se]c3ccccc3Nc2c1";"IC50";"'='";"6300";"nM";"5.2";"";"";"UO_0000065";"18.53";"";"";"";"False";"CHEMBL3772142";"Inhibition of human AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured after 60 to 300 sec by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3769338";"1";"Scientific Literature";"MedChemComm";"2015";""
"CHEMBL3827288";"";"0";"534.7";"2";"6.63";"10";"CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3C4=C(CCCC4)C(=O)Oc3c2)c1";"IC50";"'='";"21.6";"nM";"7.67";"";"";"UO_0000065";"14.34";"0.27";"1.04";"9.46";"False";"CHEMBL3829830";"Inhibition of recombinant human AChE expressed in HEK293 cells using acetylthiocholine iodide as substrate preincubated for 120 mins followed by substrate addition by Ellman's method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826877";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3307715"
"CHEMBL1255901";"HUPERZINE A";"0";"242.32";"0";"2";"Huperzine A";"C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(N)CC(=C2)C";"IC50";"'='";"47";"nM";"7.33";"";"";"UO_0000065";"30.24";"0.56";"5.33";"12.45";"True";"CHEMBL874440";"Inhibitory concentration against human erythrocyte Acetylcholinesterase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142685";"1";"Scientific Literature";"J. Med. Chem.";"2005";""
"CHEMBL3828696";"";"0";"490.56";"1";"5.07";"20";"CCCCCCCNC(=O)Oc1ccc(Cn2cc(COc3ccc4C=CC(=O)Oc4c3)nn2)cc1";"IC50";"'='";"214";"nM";"6.67";"";"";"UO_0000065";"13.6";"0.25";"1.6";"6.15";"False";"CHEMBL3829830";"Inhibition of recombinant human AChE expressed in HEK293 cells using acetylthiocholine iodide as substrate preincubated for 120 mins followed by substrate addition by Ellman's method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826877";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3307715"
"CHEMBL95";"TACRINE";"4";"198.27";"0";"2.7";"tacrine";"Nc1c2CCCCc2nc3ccccc13";"IC50";"'='";"200";"nM";"6.7";"";"";"UO_0000065";"33.79";"0.61";"4";"17.22";"True";"CHEMBL925438";"Inhibition of AChE by Ellman method";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141279";"1";"Scientific Literature";"J. Nat. Prod.";"2007";""
"CHEMBL3819247";"";"0";"391.47";"0";"4";"25";"COc1ccc2C\C(=C/C3CCN(Cc4ccc5OCOc5c4)CC3)\C(=O)c2c1";"IC50";"'='";"25195";"nM";"4.6";"";"";"UO_0000065";"11.75";"0.22";"0.6";"9.58";"False";"CHEMBL3821968";"Inhibition of human erythrocytes AchE using acetylthiocholine iodide as substrate incubated for 20 mins by Ellman method";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3817803";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2016";""
"CHEMBL3819155";"";"0";"363.46";"0";"3.98";"13b";"COc1cc2C(=O)\C(=C\C3CCN(Cc4ccccc4)CC3)\Cc2cc1O";"IC50";"'='";"1540";"nM";"5.81";"";"";"UO_0000065";"15.99";"0.29";"1.83";"11.68";"False";"CHEMBL3821968";"Inhibition of human erythrocytes AchE using acetylthiocholine iodide as substrate incubated for 20 mins by Ellman method";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3817803";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2016";""
"CHEMBL3818167";"";"0";"347.46";"0";"4.27";"19";"COc1cccc2C\C(=C/C3CCN(Cc4ccccc4)CC3)\C(=O)c12";"IC50";"'='";"1509";"nM";"5.82";"";"";"UO_0000065";"16.75";"0.31";"1.55";"19.71";"False";"CHEMBL3821968";"Inhibition of human erythrocytes AchE using acetylthiocholine iodide as substrate incubated for 20 mins by Ellman method";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3817803";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2016";""
"CHEMBL3828586";"";"0";"517.22";"0";"0.63";"4d";"[Br-].[Br-].NC(=O)c1cc[n+](CCCCC[n+]2cccc(NC(=O)\C=N/O)c2)cc1";"IC50";"'='";"770000";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3829849";"Inhibition of hemoglobin free erythrocyte ghost human AChE using acetylcholine iodide as substrate measured for 1 hr by spectrophotometry based Ellman method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826965";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";""
"CHEMBL3827575";"";"0";"475.14";"0";"-0.54";"4a";"[Br-].[Br-].NC(=O)c1cc[n+](CC[n+]2cccc(NC(=O)\C=N/O)c2)cc1";"IC50";"'='";"1870000";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3829849";"Inhibition of hemoglobin free erythrocyte ghost human AChE using acetylcholine iodide as substrate measured for 1 hr by spectrophotometry based Ellman method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826965";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";""
"CHEMBL3827011";"";"0";"459.43";"0";"4";"3i";"[Br-].CCCCCCCCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1";"IC50";"'='";"1300";"nM";"5.89";"";"";"UO_0000065";"15.51";"0.3";"1.89";"11.35";"False";"CHEMBL3830392";"Inhibition of human AChE assessed as acetylthiocholine hydrolysis preincubated for 10 mins followed by addition of substrate measured after 2 mins by spectrophotometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826971";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";""
"CHEMBL95";"TACRINE";"4";"198.27";"0";"2.7";"THA";"Nc1c2CCCCc2nc3ccccc13";"IC50";"'='";"500";"nM";"6.3";"";"";"UO_0000065";"31.78";"0.57";"3.6";"16.19";"True";"CHEMBL1260200";"Inhibition of human recombinant AChE after 5 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255181";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL4109726";"";"0";"692.26";"2";"8.64";"BDBM202365";"CC1=C[C@@H]2C[C@H](C1)c3c(C2)nc4cc(Cl)ccc4c3NCCCCCCCCCNC(=O)c5cc(O)c6C(=O)c7c(O)cccc7C(=O)c6c5";"IC50";"'='";"2930";"nM";"5.53";"";"358403";"UO_0000065";"7.99";"0.15";"-3.11";"4.3";"False";"CHEMBL3887855";"Inhibition Assay: AChE inhibitory activity of compounds (Ia)-(Ie) and (-)-(Ib) and (+)-(Ib) was evaluated spectrophotometrically at 25° C. by the method of Ellman et al., using recombinant human AChE (hAChE) and Electrophorus electricus (ee) AChE and acetylthiocholine iodide as substrate (cf. G. L. Ellman et al., New and Rapid Colorimetric Determination of Acetylcholinesterase Activity Biochem. Pharmacol. 1961, vol. 7, pp. 88-95). For eeAChE inhibitory activity determination, the reaction took place in a final volume of 300 uL of 0.1 M phosphate-buffered solution pH 8.0, containing 0.03 unit/mL of ee AChE and 333 uM 5,5'-dithiobis(2-nitrobenzoic) acid (DTNB) solution used to produce the yellow anion of 5-thio-2-nitrobenzoic acid. Inhibition curves were performed in duplicates using at least 10 increasing concentrations of inhibitor and preincubating at 37° C. for 20 min. One duplicate sample without inhibitor was always present to yield 100% of AChE activity. Then, substrate acetylthiocholine (450 uM) was added and the reaction was developed at 37° C. for 5 min. The color production was measured at 414 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886477";"37";"BindingDB Database";"";"2016";""
"CHEMBL3769811";"";"0";"364.31";"";"";"13b";"O=C(Cc1ccccc1)N2c3ccccc3[Se]c4ccccc24";"IC50";"'='";"6400";"nM";"5.19";"";"";"UO_0000065";"14.26";"";"";"";"False";"CHEMBL3772142";"Inhibition of human AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured after 60 to 300 sec by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3769338";"1";"Scientific Literature";"MedChemComm";"2015";""
"CHEMBL3827765";"";"0";"542.68";"2";"7.43";"12";"CCCCCCc1ccc(NC(=O)Oc2cccc(CN(C)CCCOc3ccc4C=CC(=O)Oc4c3)c2)cc1";"IC50";"'='";"3800";"nM";"5.42";"";"";"UO_0000065";"9.99";"0.19";"-2.01";"6.69";"False";"CHEMBL3829835";"Inhibition of recombinant human AChE expressed in HEK293 cells using acetylthiocholine iodide as substrate preincubated for 60 mins followed by substrate addition by Ellman's method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826877";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3307715"
"CHEMBL3754585";"";"0";"353.08";"0";"2.36";"5d";"Br.BrCC1CN=C(Nc2ccccn2)S1";"IC50";"'='";"110000";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3757701";"Inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate preincubated for 10 mins followed by substrate addition by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751845";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";""
"CHEMBL3754409";"";"0";"606.35";"1";"5.89";"6h";"I.CC(C)(C)c1ccc(CN(Cc2ccccc2)C3=NCC(CI)S3)cc1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL3757701";"Inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate preincubated for 10 mins followed by substrate addition by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751845";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";""
"CHEMBL3752467";"";"0";"441.62";"1";"7.01";"2e";"C(CCCNCc1oc2ccccc2c1)CCCNc3c4CCCCc4nc5ccccc35";"IC50";"'='";"0.86";"nM";"9.07";"";"";"UO_0000065";"20.53";"0.38";"2.06";"18.1";"False";"CHEMBL3758061";"Inhibition of recombinant human AChE using acetylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751805";"1";"Scientific Literature";"J. Med. Chem.";"2016";""
"CHEMBL3753957";"";"0";"617.79";"2";"9.3";"3c";"COc1cccc2cc(CN(CCCCCCNc3c4CCCCc4nc5ccccc35)Cc6oc7c(OC)cccc7c6)oc12";"IC50";"'='";"260";"nM";"6.58";"";"";"UO_0000065";"10.66";"0.2";"-2.71";"9.03";"False";"CHEMBL3758061";"Inhibition of recombinant human AChE using acetylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751805";"1";"Scientific Literature";"J. Med. Chem.";"2016";""
"CHEMBL3415568";"";"0";"340.4";"0";"3.38";"13b";"Fc1ccc(CNCCCCCN2C(=O)c3ccccc3C2=O)cc1";"IC50";"'='";"268";"nM";"6.57";"";"";"UO_0000065";"19.31";"0.36";"3.19";"13.3";"False";"CHEMBL3419741";"Inhibition of human recombinant AChE after 5 mins by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414441";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";""
"CHEMBL3415578";"";"0";"356.85";"0";"3.9";"15b";"Clc1cccc(CNCCCCCN2C(=O)c3ccccc3C2=O)c1";"IC50";"'='";"160";"nM";"6.8";"";"";"UO_0000065";"19.04";"0.37";"2.9";"13.75";"False";"CHEMBL3419741";"Inhibition of human recombinant AChE after 5 mins by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414441";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";""
"CHEMBL3415580";"";"0";"384.91";"0";"4.68";"15d";"Clc1cccc(CNCCCCCCCN2C(=O)c3ccccc3C2=O)c1";"IC50";"'='";"651";"nM";"6.19";"";"";"UO_0000065";"16.07";"0.31";"1.51";"12.52";"False";"CHEMBL3419741";"Inhibition of human recombinant AChE after 5 mins by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414441";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";""
"CHEMBL502";"DONEPEZIL";"4";"379.5";"0";"4.36";"Donepezil";"COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC";"IC50";"'='";"6";"nM";"8.22";"";"";"UO_0000065";"21.66";"0.4";"3.86";"21.21";"True";"CHEMBL3419741";"Inhibition of human recombinant AChE after 5 mins by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414441";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";""
"CHEMBL3417002";"";"0";"387.91";"0";"4.2";"14";"COc1cc(N)c(Cl)cc1C(=O)CCC2CCN(Cc3cccnc3)CC2";"IC50";"'='";"45";"nM";"7.35";"";"";"UO_0000065";"18.94";"0.37";"3.15";"10.73";"False";"CHEMBL3420216";"Inhibition of human erythrocyte AChE pre-incubated for 5 mins before acetylthiocholine iodide substrate by Ellman' method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414476";"1";"Scientific Literature";"J. Med. Chem.";"2015";""
"CHEMBL3417003";"";"0";"387.91";"0";"4.2";"15";"COc1cc(N)c(Cl)cc1C(=O)CCC2CCN(Cc3ccncc3)CC2";"IC50";"'='";"121";"nM";"6.92";"";"";"UO_0000065";"17.83";"0.35";"2.72";"10.11";"False";"CHEMBL3420216";"Inhibition of human erythrocyte AChE pre-incubated for 5 mins before acetylthiocholine iodide substrate by Ellman' method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414476";"1";"Scientific Literature";"J. Med. Chem.";"2015";""
"CHEMBL291233";"OBIDOXIME CHLORIDE";"0";"359.21";"0";"0.51";"Obid";"[Cl-].[Cl-].O\N=C\c1cc[n+](COC[n+]2ccc(\C=N\O)cc2)cc1";"IC50";"'='";"910000";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3829849";"Inhibition of hemoglobin free erythrocyte ghost human AChE using acetylcholine iodide as substrate measured for 1 hr by spectrophotometry based Ellman method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826965";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";""
"CHEMBL1678";"DONEPEZIL HYDROCHLORIDE";"4";"415.96";"0";"4.36";"Donepezil";"Cl.COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC";"IC50";"'='";"20";"nM";"7.7";"";"";"UO_0000065";"20.29";"0.38";"3.34";"19.86";"False";"CHEMBL3383297";"Inhibition of AChE (unknown origin) assessed as inhibition of acetylcholine hydrolysis preincubated for 15 mins by Ellman method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351633";"1";"Scientific Literature";"J. Nat. Prod.";"2014";""
"CHEMBL283196";"ALPHA-NAPHTHOFLAVONE";"0";"272.3";"0";"4.61";"ALPHA-NAPHTHOFLAVONE";"O=C1C=C(Oc2c1ccc3ccccc23)c4ccccc4";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909212";"DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)";"B";"BAO_0000219";"cell-based format";"";"";"";"HEK293";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715"
"CHEMBL3917990";"";"0";"416.52";"0";"4.99";"11";"COc1ccc(\C=C\C(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1OC";"IC50";"'='";"3980";"nM";"5.4";"";"";"UO_0000065";"12.96";"0.24";"0.41";"10.63";"False";"CHEMBL3860146";"Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured for 5 mins by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3860024";"1";"Scientific Literature";"Eur J Med Chem";"2016";""
"CHEMBL3819320";"";"0";"364.49";"0";"3.82";"7";"Oc1ccc(\C=C\C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1";"IC50";"'='";"1010";"nM";"6";"";"";"UO_0000065";"16.45";"0.3";"2.18";"11.41";"False";"CHEMBL3860146";"Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured for 5 mins by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3860024";"1";"Scientific Literature";"Eur J Med Chem";"2016";""
"CHEMBL3818089";"";"0";"394.52";"0";"3.83";"5";"COc1cc(\C=C\C(=O)NCCC2CCN(Cc3ccccc3)CC2)ccc1O";"IC50";"'='";"390";"nM";"6.41";"";"";"UO_0000065";"16.24";"0.3";"2.58";"10.37";"False";"CHEMBL3860146";"Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured for 5 mins by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3860024";"1";"Scientific Literature";"Eur J Med Chem";"2016";""
"CHEMBL81";"RALOXIFENE";"4";"473.59";"1";"6.08";"RALOXIFENE";"Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4";"IC50";"'='";"400";"nM";"6.4";"";"";"UO_0000065";"13.51";"0.26";"0.32";"9.14";"False";"CHEMBL1909212";"DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)";"B";"BAO_0000219";"cell-based format";"";"";"";"HEK293";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715"
"CHEMBL716";"QUETIAPINE";"4";"383.52";"0";"2.86";"QUETIAPINE";"OCCOCCN1CCN(CC1)C2=Nc3ccccc3Sc4ccccc24";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909212";"DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)";"B";"BAO_0000219";"cell-based format";"";"";"";"HEK293";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715"
